Name,Date Public,Founded,MarketValue,P/Q-1 Earnings Date,P/Q-1 % Variance,-10 Before Earnings,+10 Since Earnings,+20 Since Earnings,+30 Since Earnings,P/Q-2 Earnings Date,P/Q-2 % Variance,-10 Before Earnings,+10 Since Earnings,+20 Since Earnings,+30 Since Earnings,P/Q-3 Earnings Date,P/Q-3 % Variance,-10 Before Earnings,+10 Since Earnings,+20 Since Earnings,+30 Since Earnings,P/Q-4 Earnings Date,P/Q-4 % Variance,-10 Before Earnings,+10 Since Earnings,+20 Since Earnings,+30 Since Earnings,P/Q-5 Earnings Date,P/Q-5 % Variance,-10 Before Earnings,+10 Since Earnings,+20 Since Earnings,+30 Since Earnings,P/Q-6 Earnings Date,P/Q-6 % Variance,-10 Before Earnings,+10 Since Earnings,+20 Since Earnings,+30 Since Earnings
Occidental Petroleum Corporation,11/05/1984,1920,"$12,765.91",2/28/2020,0.72,-0.13,-0.47,0.00,0.00,11/5/2019,-0.70,0.06,-0.11,0.01,-0.02,8/1/2019,4%,0.00,-0.14,-0.04,0.01,5/6/2019,0.15,-0.08,-0.06,-0.06,-0.03,2/13/2019,0.07,-0.05,-0.01,-0.02,0.02,11/6/2018,0.13,-0.03,0.00,-0.06,-0.02
Hewlett Packard Enterprise Co.,10/19/2015,1939,"$12,703.05",3/4/2020,0.00,-0.02,-0.20,0.00,0.00,11/26/2019,0.07,-0.02,-0.01,-0.02,-0.04,8/28/2019,11%,-0.02,0.11,-0.03,-0.02,5/24/2019,0.17,-0.04,-0.03,0.04,-0.02,2/22/2019,0.20,-0.01,-0.03,-0.04,0.02,12/5/2018,0.06,0.02,-0.12,0.05,0.06
"ONEOK, Inc.",11/05/1984,1906,"$12,697.16",2/25/2020,0.00,0.03,-0.41,-0.19,0.00,10/30/2019,-0.01,0.02,-0.01,-0.01,0.02,7/31/2019,6%,-0.05,0.01,0.01,0.02,5/1/2019,0.10,-0.04,0.02,-0.03,-0.02,2/26/2019,-0.06,0.01,0.04,0.03,-0.01,10/31/2018,0.05,-0.02,-0.08,0.00,0.03
Fifth Third Bancorp,11/05/1984,1974,"$12,537.27",1/22/2020,0.34,-0.06,0.02,-0.02,-0.10,10/22/2019,0.01,0.04,0.05,-0.03,-0.01,7/23/2019,-9%,-0.01,-0.03,-0.08,0.01,4/23/2019,0.96,0.03,0.01,-0.02,0.00,1/22/2019,0.00,0.03,-0.06,0.02,-0.04,10/23/2018,-0.03,-0.07,0.07,0.00,-0.06
Western Digital Corporation,11/05/1984,1970,"$12,501.34",1/31/2020,0.07,0.01,0.01,-0.05,-0.30,10/31/2019,0.10,0.03,-0.05,-0.02,0.07,8/1/2019,0%,0.05,0.01,-0.01,0.14,4/30/2019,-0.63,-0.04,-0.09,-0.09,-0.12,1/25/2019,-0.03,-0.01,0.06,0.07,-0.03,10/26/2018,-0.01,0.01,-0.01,0.08,-0.12
Alliant Energy Corp,11/05/1984,1981,"$12,472.08",2/21/2020,0.03,0.00,0.08,-0.11,0.00,11/7/2019,0.01,-0.06,0.03,-0.02,0.02,8/2/2019,-9%,0.00,0.04,0.00,-0.04,5/3/2019,0.03,0.01,0.05,0.04,-0.02,2/22/2019,0.03,0.01,0.03,0.01,-0.05,11/7/2018,0.01,-0.01,0.06,0.05,0.03
"Ventas, Inc.", 9/19/1989,1983,"$12,427.42",2/20/2020,-0.89,-0.01,-0.07,-0.36,0.00,10/25/2019,-0.28,-0.03,-0.12,-0.04,-0.01,7/26/2019,81%,-0.03,0.10,0.03,-0.02,4/26/2019,0.15,-0.06,0.05,0.07,-0.05,2/8/2019,-0.51,0.02,-0.05,0.00,0.02,10/26/2018,-0.23,0.07,0.01,0.06,0.07
"Rollins, Inc.",11/05/1984,1948,"$12,396.64",1/29/2020,-0.07,0.05,0.02,0.07,0.08,10/23/2019,-0.20,0.02,-0.03,-0.06,-0.06,7/24/2019,-4%,0.02,0.00,0.00,0.01,4/24/2019,-0.07,0.03,-0.05,0.03,0.02,1/23/2019,-0.04,0.02,-0.03,0.04,0.02,10/24/2018,0.04,0.00,0.01,0.04,-0.05
KeyCorp,11/05/1984,1958,"$12,346.70",1/23/2020,-0.01,-0.02,-0.02,0.00,-0.14,10/17/2019,0.03,0.00,0.01,0.03,0.01,7/23/2019,-9%,-0.03,-0.03,-0.03,-0.01,4/18/2019,-0.08,0.03,0.04,-0.03,0.01,1/17/2019,-0.05,0.07,-0.01,0.03,-0.02,10/18/2018,0.01,-0.03,0.03,0.01,-0.02
"Jack Henry & Associates, Inc.",11/20/1985,1976,"$12,344.25",2/5/2020,0.06,0.03,0.05,0.05,-0.02,11/5/2019,0.11,-0.02,0.02,0.00,-0.06,8/21/2019,3%,0.03,0.02,-0.02,0.01,5/1/2019,0.01,0.02,-0.02,0.00,0.01,2/6/2019,0.04,0.01,-0.02,0.00,0.02,11/7/2018,0.16,-0.01,-0.01,-0.01,0.01
"Martin Marietta Materials, Inc.", 2/17/1994,1993,"$12,330.95",2/11/2020,-0.05,0.03,-0.04,0.00,-0.04,10/29/2019,0.13,-0.01,-0.07,0.04,0.01,7/30/2019,-3%,-0.01,0.05,0.01,-0.01,4/30/2019,1.06,0.00,0.01,-0.01,0.01,2/12/2019,-0.13,0.01,0.01,0.00,0.04,11/6/2018,0.03,0.10,0.02,-0.02,-0.01
Atmos Energy Corporation,11/05/1984,1983,"$12,308.62",2/5/2020,-0.01,0.02,0.00,0.03,-0.09,11/7/2019,0.07,-0.06,-0.01,-0.03,0.04,8/8/2019,-3%,0.05,0.02,-0.04,0.03,5/8/2019,0.08,0.04,0.03,0.02,-0.02,2/6/2019,0.04,-0.02,0.02,0.01,0.00,11/8/2018,0.16,-0.06,0.08,0.01,0.02
Kansas City Southern,11/05/1984,1887,"$12,269.82",1/17/2020,-0.01,0.02,0.05,-0.01,-0.03,10/18/2019,0.08,0.04,-0.02,0.03,-0.01,7/19/2019,2%,-0.05,0.00,0.00,0.04,4/17/2019,0.07,0.00,0.00,-0.01,-0.02,1/18/2019,0.02,0.04,-0.07,0.02,0.00,10/19/2018,0.00,-0.05,-0.01,-0.03,0.01
"Conagra Brands, Inc.",11/05/1984,1919,"$12,068.12",12/19/2019,0.11,-0.04,-0.01,-0.05,-0.02,9/26/2019,0.11,0.02,-0.07,-0.07,0.00,6/27/2019,-12%,-0.03,0.05,0.05,0.02,3/21/2019,0.05,-0.01,0.07,0.09,-0.03,12/20/2018,0.19,-0.02,-0.11,-0.07,-0.01,9/27/2018,-0.04,-0.04,0.12,0.05,-0.09
"Broadridge Financial Solutions, Inc.", 3/22/2007,1962,"$11,902.78",1/31/2020,-0.25,0.01,-0.02,-0.05,-0.02,11/6/2019,-0.02,-0.01,0.04,-0.01,-0.02,8/1/2019,1%,-0.04,0.02,0.00,-0.08,5/7/2019,0.06,0.03,0.08,0.04,-0.01,2/7/2019,-0.21,0.00,0.01,0.00,0.00,11/6/2018,0.17,-0.01,-0.03,0.00,0.03
Duke Realty Corporation, 2/06/1986,1972,"$11,839.34",1/30/2020,0.80,0.04,0.00,-0.02,0.07,10/31/2019,3.73,0.04,-0.02,-0.01,-0.04,8/1/2019,47%,0.00,0.03,-0.02,-0.06,4/25/2019,0.32,-0.01,0.01,0.02,0.00,1/31/2019,0.44,0.05,0.00,-0.03,0.03,10/25/2018,0.27,0.05,-0.03,0.05,0.01
Ulta Beauty Inc,10/25/2007,1990,"$11,835.83",3/13/2020,0.04,-0.09,0.00,0.00,0.00,12/6/2019,0.06,0.00,-0.06,0.00,0.06,8/30/2019,-1%,0.03,-0.08,0.12,-0.01,5/31/2019,0.06,-0.01,0.01,-0.03,0.00,3/15/2019,0.01,-0.01,0.03,-0.04,0.00,12/7/2018,0.01,-0.05,-0.01,0.13,0.02
J.M. Smucker Company,11/05/1984,1897,"$11,751.62",2/26/2020,0.06,0.05,0.09,-0.02,0.00,11/22/2019,0.06,-0.03,-0.03,-0.05,-0.01,8/27/2019,-9%,0.00,0.00,0.01,0.01,6/6/2019,0.07,0.00,-0.05,-0.02,-0.04,2/26/2019,0.12,-0.06,-0.03,0.12,0.01,11/28/2018,-0.06,-0.03,0.06,-0.03,0.05
Pioneer Natural Resources Company,12/22/1987,1997,"$11,712.74",2/20/2020,0.13,0.01,-0.07,-0.40,0.00,11/5/2019,0.01,0.06,-0.06,0.01,0.09,8/7/2019,7%,-0.10,0.02,-0.01,0.05,5/7/2019,0.12,-0.12,0.07,-0.09,0.01,2/14/2019,-0.16,0.00,-0.01,-0.06,0.12,11/7/2018,0.23,-0.07,0.01,-0.07,-0.04
International Flavors & Fragrances Inc.,11/05/1984,1833,"$11,643.55",2/13/2020,0.01,0.00,0.00,0.00,0.00,11/5/2019,0.00,0.02,0.00,0.02,-0.15,8/6/2019,0%,0.04,-0.08,0.00,0.08,5/7/2019,0.04,0.01,0.00,0.06,0.02,2/14/2019,-0.06,0.01,-0.06,-0.03,0.03,11/6/2018,0.03,0.05,-0.03,-0.02,0.01
STERIS Plc, 6/01/1992,2016,"$11,559.16",2/11/2020,0.02,-0.01,0.09,0.00,-0.06,11/5/2019,0.05,-0.02,0.03,0.02,-0.06,8/6/2019,11%,0.03,-0.02,-0.01,-0.08,5/14/2019,0.07,0.00,0.04,0.03,0.01,2/12/2019,0.01,0.02,-0.02,0.01,0.03,11/8/2018,0.01,0.07,0.00,0.01,-0.02
Jacobs Engineering Group Inc.,11/05/1984,1947,"$11,543.42",2/4/2020,0.01,0.01,0.03,0.07,-0.14,11/25/2019,0.12,-0.02,-0.04,0.00,0.00,8/5/2019,13%,-0.04,0.01,0.07,0.01,5/7/2019,0.09,-0.03,0.00,0.05,-0.03,2/6/2019,0.08,0.04,0.07,-0.01,0.00,11/20/2018,0.06,-0.03,-0.09,0.02,0.01
Genuine Parts Company,11/05/1984,1928,"$11,524.43",2/19/2020,0.04,-0.01,-0.03,-0.11,0.00,10/17/2019,0.02,0.00,0.02,-0.01,-0.01,7/18/2019,-4%,-0.03,-0.02,-0.03,-0.02,4/18/2019,-0.02,-0.01,-0.05,-0.01,0.05,2/19/2019,0.03,0.04,-0.01,-0.02,0.04,10/18/2018,0.00,0.01,-0.02,0.04,0.01
Waters Corporation,11/17/1995,1958,"$11,466.92",2/4/2020,0.06,-0.03,-0.04,0.04,-0.11,10/29/2019,0.00,0.00,-0.03,0.03,0.03,7/30/2019,1%,0.01,0.00,0.00,0.09,4/23/2019,-0.07,-0.05,0.03,-0.03,0.01,1/23/2019,0.09,0.05,-0.02,-0.01,0.02,10/23/2018,0.01,0.06,0.08,0.04,-0.03
"Discovery, Inc. Class A", 7/06/2005,1982,"$11,369.88",2/27/2020,0.06,-0.05,0.07,0.03,0.00,11/7/2019,0.06,-0.04,0.03,-0.02,0.01,8/6/2019,64%,-0.01,-0.05,-0.06,-0.02,5/2/2019,0.10,0.02,-0.04,0.02,0.01,2/26/2019,-0.07,-0.03,0.00,-0.03,0.02,11/8/2018,-0.12,0.05,-0.04,-0.07,-0.02
FMC Corporation,11/05/1984,1883,"$11,369.37",2/6/2020,0.15,0.04,-0.01,-0.04,-0.03,10/30/2019,0.16,0.01,0.04,0.00,0.00,7/31/2019,1%,0.00,0.02,-0.01,0.03,5/7/2019,0.06,-0.05,-0.05,0.07,0.01,2/12/2019,0.15,0.05,0.07,-0.13,-0.03,11/6/2018,0.06,0.01,-0.02,0.03,-0.04
"CarMax, Inc.", 2/04/1997,1993,"$11,304.61",12/20/2019,-0.10,0.00,-0.07,0.09,0.00,9/24/2019,0.05,0.00,0.01,0.07,-0.01,6/21/2019,7%,0.00,0.02,-0.04,0.04,3/29/2019,0.09,0.05,0.04,0.02,0.04,12/21/2018,0.09,-0.04,0.03,-0.12,0.00,9/26/2018,0.02,-0.06,-0.04,0.04,-0.06
DISH Network Corporation Class A, 6/21/1995,1980,"$11,292.59",2/19/2020,0.19,0.08,-0.10,-0.36,0.00,11/7/2019,0.10,-0.06,0.03,-0.08,0.05,7/30/2019,-6%,-0.09,-0.05,0.02,0.08,5/3/2019,0.00,-0.04,0.03,0.05,0.04,2/13/2019,-0.03,0.01,0.11,-0.01,-0.04,11/7/2018,0.23,-0.01,0.03,0.03,-0.13
"Expeditors International of Washington, Inc.",11/05/1984,1979,"$11,060.13",2/18/2020,-0.08,-0.04,0.05,-0.07,0.00,11/5/2019,0.01,-0.02,-0.04,-0.03,0.02,8/6/2019,8%,-0.02,-0.04,0.00,0.03,5/7/2019,-0.04,-0.02,-0.02,-0.01,0.01,2/19/2019,0.20,0.03,0.00,0.00,0.01,11/6/2018,0.17,0.03,0.05,0.00,-0.02
Masco Corporation,11/05/1984,1929,"$11,051.08",2/11/2020,-0.04,0.00,0.00,0.01,0.01,10/30/2019,-0.02,0.02,-0.01,-0.01,0.00,7/25/2019,8%,0.01,-0.04,0.02,0.01,4/25/2019,-0.07,-0.02,0.03,-0.01,0.01,2/7/2019,0.14,0.04,0.03,0.05,-0.04,10/30/2018,-0.07,-0.11,0.03,0.02,-0.04
"CenturyLink, Inc.",11/05/1984,1930,"$11,026.15",2/13/2020,0.01,0.06,-0.01,-0.07,0.00,11/7/2019,-0.06,0.00,-0.01,-0.06,-0.08,8/8/2019,5%,0.05,0.09,0.00,0.06,5/9/2019,0.29,0.00,-0.09,0.07,0.05,2/14/2019,0.16,-0.05,-0.01,-0.07,-0.01,11/9/2018,0.02,-0.04,0.01,-0.07,-0.03
Amcor PLC, 4/04/2019,2018,"$10,939.60",2/12/2020,-0.22,-0.02,0.02,-0.13,0.02,11/8/2019,-0.06,0.01,0.02,0.03,0.02,8/21/2019,-71%,-0.03,-0.01,-0.01,0.01,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2/11/2019,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"Freeport-McMoRan, Inc.", 7/10/1995,1987,"$10,925.38",1/23/2020,-279.81,-0.08,0.02,-0.03,-0.10,10/23/2019,1.05,0.13,0.03,0.02,0.02,7/24/2019,-27%,0.06,-0.11,-0.11,0.02,4/25/2019,-0.31,0.00,-0.06,-0.10,0.02,1/24/2019,-0.39,0.07,0.08,0.08,-0.07,10/24/2018,0.08,-0.07,0.09,-0.02,-0.04
Nucor Corporation,11/05/1984,1905,"$10,787.84",1/28/2020,0.56,-0.06,-0.05,-0.03,-0.07,10/22/2019,0.11,0.02,0.02,-0.03,0.02,7/18/2019,-8%,-0.01,-0.02,-0.07,0.00,4/23/2019,0.03,-0.07,-0.02,-0.04,-0.05,1/29/2019,0.07,0.02,-0.02,-0.03,-0.03,10/18/2018,0.01,-0.06,0.04,0.05,-0.05
"NVR, Inc.", 6/17/1986,1980,"$10,747.20",1/29/2020,0.10,0.06,-0.01,0.06,-0.05,10/18/2019,0.11,0.02,-0.08,-0.04,0.05,7/19/2019,16%,0.03,-0.02,0.04,0.02,4/22/2019,0.38,0.06,0.00,0.02,0.03,1/25/2019,0.16,-0.03,0.01,-0.01,0.04,10/18/2018,-0.05,-0.03,0.10,0.01,0.03
"Hologic, Inc.", 3/01/1990,1986,"$10,718.27",1/30/2020,0.00,0.02,-0.06,0.02,-0.05,11/7/2019,0.00,-0.01,0.06,0.05,-0.03,8/1/2019,3%,0.08,0.01,-0.04,-0.02,5/2/2019,0.02,0.00,-0.02,0.02,0.04,1/31/2019,0.01,0.02,0.00,0.04,-0.01,11/8/2018,-0.01,0.01,0.06,-0.01,0.00
Hess Corporation,11/05/1984,1920,"$10,658.11",1/29/2020,0.18,-0.10,-0.02,0.05,-0.24,10/30/2019,-0.05,0.01,0.05,-0.11,0.00,7/31/2019,-23%,0.00,-0.04,0.02,-0.01,4/25/2019,-1.35,0.04,0.00,-0.05,-0.06,1/30/2019,-0.16,0.00,0.01,0.02,-0.01,10/31/2018,-777.78,-0.09,-0.02,-0.04,-0.02
Loews Corporation,11/05/1984,1954,"$10,650.38",2/10/2020,#N/A,0.03,-0.03,-0.07,-0.14,10/28/2019,-0.70,-0.01,0.01,-0.01,-0.01,8/5/2019,10%,-0.01,-0.06,-0.02,0.04,4/29/2019,0.26,0.00,0.03,0.03,0.01,2/11/2019,-1.54,-0.02,0.04,0.00,-0.01,11/5/2018,-0.13,0.00,0.01,-0.03,0.03
Westinghouse Air Brake Technologies Corporation, 6/16/1995,1869,"$10,534.52",2/18/2020,-0.02,-0.01,-0.08,-0.16,0.00,10/31/2019,0.02,-0.02,0.11,-0.01,-0.05,7/30/2019,9%,0.00,-0.11,0.00,0.08,4/25/2019,0.26,0.02,0.02,-0.10,0.04,2/25/2019,-0.05,-0.03,-0.09,-0.02,0.04,10/30/2018,0.00,-0.03,-0.04,0.10,-0.15
NortonLifeLock Inc., 6/23/1989,1982,"$10,476.71",2/7/2020,2.20,-0.39,0.04,0.01,0.02,11/8/2019,-0.57,0.03,-0.02,0.03,-0.01,8/9/2019,32%,0.04,0.03,0.00,-0.03,5/10/2019,-0.01,-0.06,0.04,-0.05,0.08,2/1/2019,0.13,0.03,-0.02,-0.05,0.03,11/2/2018,0.28,-0.05,0.18,-0.05,0.01
Cboe Global Markets Inc, 6/15/2010,1973,"$10,469.24",2/7/2020,0.09,0.06,0.02,0.07,-0.15,11/1/2019,0.12,-0.02,0.02,0.00,-0.04,8/2/2019,5%,0.02,0.05,-0.03,-0.09,5/3/2019,0.12,-0.01,0.08,0.07,-0.08,2/8/2019,0.12,-0.04,-0.03,-0.01,0.01,11/2/2018,0.04,0.08,-0.03,-0.07,0.03
Allegion PLC,11/18/2013,2013,"$10,353.72",2/18/2020,0.00,0.02,0.00,-0.06,0.00,10/24/2019,0.11,0.00,-0.01,0.02,0.02,7/25/2019,-4%,-0.02,-0.03,-0.03,0.01,4/25/2019,0.02,0.00,0.06,0.01,0.03,2/19/2019,0.00,0.03,0.02,-0.03,0.03,10/25/2018,0.01,-0.01,0.05,0.05,-0.02
"United Airlines Holdings, Inc.", 1/26/2006,1968,"$10,324.68",1/22/2020,0.01,-0.05,-0.02,-0.04,-0.25,10/16/2019,0.03,-0.02,0.00,-0.01,-0.01,7/17/2019,2%,0.05,-0.03,-0.06,-0.01,4/17/2019,0.21,0.01,-0.02,-0.05,-0.02,1/16/2019,0.18,-0.07,-0.02,-0.01,-0.04,10/17/2018,0.00,0.00,0.00,0.08,0.02
W. R. Berkley Corporation,11/05/1984,1967,"$10,304.65",1/29/2020,0.03,0.07,0.05,0.01,-0.10,10/23/2019,0.25,-0.08,-0.07,0.00,0.00,7/24/2019,16%,-0.03,0.07,0.01,-0.02,4/24/2019,-0.05,0.01,0.02,0.03,0.03,1/30/2019,0.17,0.00,0.03,0.01,-0.01,10/24/2018,0.38,-0.04,0.02,0.05,-0.02
ViacomCBS Inc. Class B, 6/18/1990,1986,"$10,277.02",2/20/2020,-0.31,0.03,-0.16,-0.24,0.00,11/12/2019,0.04,0.08,0.06,-0.08,0.12,8/9/2019,3%,0.01,-0.13,0.02,-0.05,5/3/2019,0.01,-0.05,0.00,0.04,-0.04,2/15/2019,-0.02,-0.02,-0.02,-0.06,0.00,11/2/2018,0.02,0.05,0.02,-0.09,-0.05
"Varian Medical Systems, Inc.",11/05/1984,1948,"$10,257.95",1/30/2020,-0.03,-0.01,0.00,-0.04,0.01,10/24/2019,-0.01,0.04,-0.05,0.05,0.05,7/25/2019,16%,-0.03,-0.04,-0.05,-0.01,4/25/2019,-0.09,-0.07,0.03,-0.04,0.01,1/24/2019,-0.01,0.01,-0.01,-0.01,0.02,10/24/2018,-0.03,0.01,0.03,0.00,0.04
"Citizens Financial Group, Inc.", 9/24/2014,1828,"$10,113.10",1/17/2020,0.03,-0.05,-0.05,-0.03,-0.07,10/18/2019,0.01,0.02,-0.01,0.04,0.01,7/19/2019,1%,-0.03,-0.02,-0.07,0.03,4/18/2019,0.03,0.01,0.03,-0.03,-0.01,1/18/2019,0.02,0.04,-0.05,0.05,-0.02,10/19/2018,0.02,-0.06,0.05,-0.04,-0.01
"Raymond James Financial, Inc.",11/05/1984,1962,"$10,074.41",1/22/2020,-0.02,0.06,-0.02,0.04,-0.16,10/24/2019,0.05,0.05,0.04,-0.02,0.01,7/25/2019,-1%,0.01,-0.05,0.02,0.01,4/25/2019,0.11,0.03,-0.01,-0.01,-0.03,1/24/2019,0.04,0.04,-0.02,0.00,-0.02,10/25/2018,-0.07,-0.08,0.03,0.01,-0.02
IDEX Corporation, 6/02/1989,1987,"$9,971.43",1/30/2020,-0.02,0.00,0.02,-0.03,-0.02,10/30/2019,0.04,0.01,0.02,-0.01,0.02,7/26/2019,1%,-0.03,-0.01,0.01,0.00,4/26/2019,0.05,-0.03,0.00,0.01,0.04,1/30/2019,0.03,0.01,0.01,0.00,0.01,10/24/2018,0.08,-0.05,0.03,0.02,0.01
Zebra Technologies Corporation Class A, 8/15/1991,1969,"$9,938.74",2/13/2020,-0.02,-0.03,0.03,-0.04,0.00,10/29/2019,0.04,0.13,0.01,0.00,0.04,7/30/2019,5%,-0.04,-0.02,-0.03,-0.05,4/30/2019,0.01,-0.04,-0.08,-0.08,0.11,2/14/2019,0.06,0.05,0.01,0.04,-0.01,11/6/2018,0.11,0.00,-0.05,0.04,-0.04
"Principal Financial Group, Inc.",10/23/2001,1879,"$9,765.16",1/29/2020,0.02,-0.04,0.00,-0.05,-0.17,10/25/2019,-0.15,0.04,-0.01,-0.02,-0.03,7/26/2019,9%,0.03,-0.06,-0.03,0.02,4/26/2019,0.09,0.04,0.00,-0.02,-0.01,1/30/2019,-0.14,0.04,-0.01,0.06,-0.03,10/26/2018,-0.01,-0.10,0.03,0.03,-0.13
"Expedia Group, Inc.", 7/20/2005,1994,"$9,747.44",2/14/2020,0.04,-0.01,-0.13,-0.28,0.00,11/7/2019,-0.11,-0.05,-0.04,0.12,0.00,7/26/2019,6%,0.03,-0.04,0.01,-0.02,5/3/2019,-0.30,0.02,-0.06,0.04,0.04,2/8/2019,0.09,0.06,-0.07,-0.03,0.00,10/26/2018,0.17,0.02,-0.02,-0.02,0.03
Huntington Bancshares Incorporated,11/05/1984,1966,"$9,718.27",1/23/2020,-0.09,0.00,-0.03,0.00,-0.09,10/24/2019,0.02,0.04,0.02,-0.03,0.02,7/25/2019,3%,0.04,-0.08,0.00,0.03,4/25/2019,0.01,0.03,0.01,-0.02,0.00,1/24/2019,-0.05,0.05,0.01,-0.01,-0.02,10/23/2018,0.04,-0.08,0.05,0.04,-0.09
"Qorvo, Inc.", 6/03/1997,2013,"$9,694.40",1/30/2020,0.11,-0.03,-0.05,0.04,-0.08,11/1/2019,0.17,0.01,0.05,-0.01,0.09,8/2/2019,18%,0.01,0.02,-0.01,0.05,5/8/2019,0.16,-0.02,-0.20,0.06,-0.02,2/8/2019,0.09,0.02,0.03,0.01,0.02,11/1/2018,0.08,0.01,-0.17,0.00,-0.01
NiSource Inc,11/05/1984,1987,"$9,625.39",2/27/2020,0.06,0.00,0.05,0.05,0.00,10/30/2019,-1.00,-0.04,-0.06,-0.02,0.00,7/31/2019,0%,0.01,0.01,0.00,-0.04,5/1/2019,0.06,-0.02,0.05,0.00,0.00,2/20/2019,0.06,0.01,0.03,0.02,-0.01,11/1/2018,0.61,0.05,0.00,0.03,0.08
Ingersoll Rand Inc., 5/12/2017,1872,"$9,558.27",2/18/2020,0.08,-0.01,-0.05,-0.27,0.00,10/29/2019,0.09,0.09,0.00,-0.01,0.01,8/1/2019,11%,0.00,-0.02,-0.06,0.07,4/30/2019,0.11,0.16,0.06,0.03,-0.09,2/19/2019,0.08,0.03,0.04,0.02,-0.01,10/26/2018,0.01,-0.03,-0.03,-0.02,-0.12
Regions Financial Corporation,11/05/1984,1970,"$9,554.78",1/17/2020,0.04,-0.04,-0.01,-0.01,-0.03,10/22/2019,0.00,0.02,0.03,-0.06,0.01,7/19/2019,2%,-0.02,0.03,-0.07,0.03,4/18/2019,0.02,0.05,0.01,-0.05,0.01,1/18/2019,-0.03,0.07,-0.04,0.02,-0.01,10/23/2018,-0.12,-0.08,0.08,-0.06,-0.06
DaVita Inc.,10/31/1995,1994,"$9,539.32",2/11/2020,0.12,-0.03,-0.01,0.04,0.01,11/6/2019,0.23,0.03,0.02,0.00,-0.01,8/2/2019,12%,0.06,-0.03,-0.04,0.10,5/8/2019,-0.02,0.08,-0.04,-0.05,0.09,2/14/2019,0.00,0.01,-0.04,-0.06,0.01,11/8/2018,-0.36,0.11,-0.09,-0.03,-0.05
"Gartner, Inc.",10/05/1993,1979,"$9,472.43",2/4/2020,0.45,0.04,-0.03,-0.10,-0.16,10/31/2019,0.62,-0.01,0.01,0.00,-0.03,7/30/2019,23%,0.00,-0.04,0.03,0.00,5/7/2019,0.10,0.01,0.00,0.02,0.00,2/5/2019,-0.04,0.08,-0.02,0.02,0.01,11/1/2018,0.37,0.02,0.03,0.04,-0.06
Celanese Corporation, 1/21/2005,2005,"$9,375.17",2/3/2020,-0.04,-0.10,-0.01,-0.01,-0.17,10/22/2019,0.01,-0.01,0.02,0.00,-0.03,7/23/2019,1%,0.01,-0.01,0.06,0.00,4/23/2019,0.09,-0.02,-0.04,-0.05,0.02,1/29/2019,-0.01,0.01,-0.01,0.02,-0.02,10/19/2018,0.09,-0.10,0.04,0.00,-0.03
"J.B. Hunt Transport Services, Inc.",11/05/1984,1961,"$9,339.10",1/17/2020,-0.10,0.00,-0.01,-0.05,-0.03,10/16/2019,-0.03,0.01,0.00,-0.03,-0.02,7/16/2019,2%,-0.01,0.05,0.01,0.02,4/16/2019,-0.13,0.01,-0.09,0.06,-0.08,1/18/2019,0.20,0.02,0.00,0.03,-0.10,10/16/2018,0.05,-0.02,0.01,-0.06,0.02
"Lamb Weston Holdings, Inc.",11/01/2016,2016,"$9,327.97",1/3/2020,0.13,-0.02,-0.06,0.04,0.01,10/2/2019,0.01,0.02,0.00,0.00,0.03,7/23/2019,2%,0.05,0.06,0.04,0.05,4/2/2019,0.15,0.05,-0.08,0.00,-0.02,1/4/2019,0.11,0.01,-0.12,-0.01,-0.04,10/2/2018,0.07,-0.02,0.08,0.07,0.07
Regency Centers Corporation,10/29/1993,1963,"$9,285.64",2/13/2020,-0.39,-0.04,0.04,0.05,0.00,10/31/2019,0.00,0.00,-0.04,-0.03,-0.07,8/2/2019,-10%,0.00,0.00,-0.02,0.03,5/3/2019,0.54,0.01,0.03,0.03,0.00,2/14/2019,0.21,-0.02,-0.05,0.01,0.04,10/26/2018,0.07,0.05,-0.03,0.00,0.03
Carnival Corporation, 7/24/1987,1972,"$9,262.04",12/20/2019,0.23,0.03,-0.04,0.00,-0.12,9/26/2019,0.04,-0.02,-0.06,0.05,0.00,6/20/2019,8%,0.00,-0.05,-0.03,0.03,3/26/2019,0.11,0.02,-0.02,0.02,0.02,12/20/2018,0.01,0.01,-0.01,0.04,0.04,9/27/2018,0.02,0.07,-0.03,-0.03,0.00
Concho Resources Inc., 8/03/2007,2006,"$9,219.57",2/19/2020,0.30,-0.03,-0.09,-0.32,0.00,10/30/2019,-0.09,-0.01,0.06,0.01,0.08,8/1/2019,-3%,0.00,-0.05,0.02,-0.02,5/1/2019,-0.06,-0.01,0.06,-0.11,-0.02,2/20/2019,-0.16,-0.01,-0.06,0.03,-0.02,10/31/2018,0.35,-0.07,-0.07,0.01,-0.08
Molson Coors Beverage Company Class B,11/05/1984,1786,"$9,210.74",2/12/2020,0.30,0.01,0.02,-0.07,0.11,10/30/2019,-0.02,-0.05,-0.04,-0.04,0.01,7/31/2019,-9%,0.04,-0.02,0.00,0.06,5/1/2019,-0.10,0.05,0.01,-0.04,-0.03,2/12/2019,0.06,-0.01,0.01,-0.02,-0.02,10/31/2018,0.16,0.01,0.01,-0.02,0.01
